,mean,std,min,max,policy,history
0,1172.7534319869942,20.81440046740238,1143.8423581273914,1190.384826151386,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
1,1172.7534319869942,20.81440046740238,1143.8423581273914,1190.384826151386,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
2,1172.7534319869942,20.81440046740238,1143.8423581273914,1190.384826151386,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
3,1172.7534319869942,20.81440046740238,1143.8423581273914,1190.384826151386,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
4,1172.7534319869942,20.81440046740238,1143.8423581273914,1190.384826151386,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
5,1218.3376668286435,8.049923287568593,1210.799511269895,1230.6649781194126,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_con:transcoder-image-1-con
6,1218.3376668286435,8.049923287568593,1210.799511269895,1230.6649781194126,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
7,1218.3376668286435,8.049923287568593,1210.799511269895,1230.6649781194126,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
8,1218.3376668286435,8.049923287568593,1210.799511269895,1230.6649781194126,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
9,1218.3376668286435,8.049923287568593,1210.799511269895,1230.6649781194126,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
10,1205.0458918758104,24.457329094557142,1180.0140712725347,1234.1435830189896,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
11,1205.0458918758104,24.457329094557142,1180.0140712725347,1234.1435830189896,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
12,1205.0458918758104,24.457329094557142,1180.0140712725347,1234.1435830189896,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_con:transcoder-image-1-con
13,1205.0458918758104,24.457329094557142,1180.0140712725347,1234.1435830189896,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
14,1205.0458918758104,24.457329094557142,1180.0140712725347,1234.1435830189896,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_con:transcoder-image-1-con
15,1206.1154786605898,19.80390700213472,1177.8801819684602,1229.5639588206532,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
16,1206.1154786605898,19.80390700213472,1177.8801819684602,1229.5639588206532,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
17,1206.1154786605898,19.80390700213472,1177.8801819684602,1229.5639588206532,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
18,1206.1154786605898,19.80390700213472,1177.8801819684602,1229.5639588206532,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
19,1206.1154786605898,19.80390700213472,1177.8801819684602,1229.5639588206532,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_con:transcoder-image-1-con
20,1212.087368551854,49.27957368707645,1153.8659319727335,1279.3101427571166,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
21,1212.087368551854,49.27957368707645,1153.8659319727335,1279.3101427571166,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
22,1212.087368551854,49.27957368707645,1153.8659319727335,1279.3101427571166,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
23,1212.087368551854,49.27957368707645,1153.8659319727335,1279.3101427571166,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_con:transcoder-image-1-con
24,1212.087368551854,49.27957368707645,1153.8659319727335,1279.3101427571166,virtual_deployment_units_gpu:transcoder-image-1-gpu,virtual_deployment_units_gpu:transcoder-image-1-gpu
25,1191.4904267994448,26.22081097815562,1160.1904036295607,1225.4535930001289,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
26,1191.4904267994448,26.22081097815562,1160.1904036295607,1225.4535930001289,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_gpu:transcoder-image-1-gpu
27,1191.4904267994448,26.22081097815562,1160.1904036295607,1225.4535930001289,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
28,1191.4904267994448,26.22081097815562,1160.1904036295607,1225.4535930001289,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
29,1191.4904267994448,26.22081097815562,1160.1904036295607,1225.4535930001289,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
30,1181.0819508541924,16.31205462620699,1161.537511329861,1197.324108303174,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_gpu:transcoder-image-1-gpu
31,1181.0819508541924,16.31205462620699,1161.537511329861,1197.324108303174,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
32,1181.0819508541924,16.31205462620699,1161.537511329861,1197.324108303174,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
33,1181.0819508541924,16.31205462620699,1161.537511329861,1197.324108303174,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
34,1181.0819508541924,16.31205462620699,1161.537511329861,1197.324108303174,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
35,1189.0022202932507,15.71816282420127,1174.5197455276698,1215.6314401889783,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
36,1189.0022202932507,15.71816282420127,1174.5197455276698,1215.6314401889783,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
37,1189.0022202932507,15.71816282420127,1174.5197455276698,1215.6314401889783,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
38,1189.0022202932507,15.71816282420127,1174.5197455276698,1215.6314401889783,virtual_deployment_units_con:transcoder-image-1-con,virtual_deployment_units_con:transcoder-image-1-con
