,sent,received
1,599.0,0.0
2,599.0,0.0
3,1799.0,0.0
4,599.0,0.0
5,599.0,0.0
6,1199.0,0.0
7,1199.0,0.0
8,1799.0,0.0
9,1199.0,0.0
10,1199.0,0.0
11,1799.0,0.0
12,1799.0,0.0
13,599.0,0.0
14,1799.0,0.0
15,1799.0,0.0
16,1199.0,0.0
17,1199.0,0.0
18,599.0,0.0
19,1199.0,0.0
20,1199.0,0.0
21,599.0,0.0
22,599.0,0.0
23,1199.0,0.0
24,599.0,0.0
25,599.0,0.0
