,pc_100,pc_90,pc_80,pc_70,pc_60,history
0,17.32,17.72,14.52,10.719999999999999,7.32,25.482
1,17.32,16.72,14.32,19.919999999999998,20.52,25.482
2,17.32,16.72,18.72,12.319999999999999,21.119999999999997,25.482
3,17.32,17.52,19.519999999999996,20.119999999999997,7.119999999999999,25.482
4,17.32,16.52,15.12,19.72,7.92,25.482
