,pc_100,pc_100,pc_100,pc_98,pc_98,pc_98,pc_96,pc_96,pc_96,pc_94,pc_94,pc_94,pc_92,pc_92,pc_92,pc_90,pc_90,pc_90,history,history,history
,total_cost,deployment_cost,switching_cost,total_cost,deployment_cost,switching_cost,total_cost,deployment_cost,switching_cost,total_cost,deployment_cost,switching_cost,total_cost,deployment_cost,switching_cost,total_cost,deployment_cost,switching_cost,total_cost,deployment_cost,switching_cost
0,82.43484999999998,82.37849999999999,0.05634999999999995,82.39285,82.3365,0.05634999999999995,82.06514999999999,82.00574999999999,0.059399999999999946,81.6151875,81.5535,0.061687499999999944,84.1818,84.11325,0.06854999999999992,79.97441249999999,79.89899999999999,0.07541249999999991,82.69416249999999,82.2165,0.47766250000000043
1,82.43484999999998,82.37849999999999,0.05634999999999995,82.51887499999998,82.46099999999998,0.05787499999999995,82.7235875,82.66799999999999,0.05558749999999995,83.3520625,83.292,0.06006249999999994,84.433075,84.363,0.07007499999999993,79.72078749999999,79.65299999999999,0.06778749999999992,82.69416249999999,82.2165,0.47766250000000043
2,82.43484999999998,82.37849999999999,0.05634999999999995,82.35234999999999,82.29599999999999,0.05634999999999995,81.9008875,81.84224999999999,0.05863749999999995,83.4759875,83.41125,0.06473749999999993,84.346025,84.279,0.06702499999999993,79.8460875,79.773,0.07308749999999992,82.69416249999999,82.2165,0.47766250000000043
3,82.43484999999998,82.37849999999999,0.05634999999999995,82.35085,82.2945,0.05634999999999995,82.84732499999998,82.79249999999999,0.05482499999999995,81.28671250000001,81.2235,0.06321249999999994,84.6368875,84.57225,0.06463749999999993,84.97912500000001,84.906,0.07312499999999991,82.69416249999999,82.2165,0.47766250000000043
4,82.43484999999998,82.37849999999999,0.05634999999999995,82.35083750000001,82.29525000000001,0.05558749999999995,82.77229999999997,82.71299999999998,0.05929999999999994,83.472175,83.41125,0.060924999999999944,80.9979875,80.93324999999999,0.06473749999999992,79.83772499999999,79.77374999999999,0.06397499999999993,82.69416249999999,82.2165,0.47766250000000043
5,82.43484999999998,82.37849999999999,0.05634999999999995,82.51734999999998,82.46099999999998,0.05634999999999995,82.1078875,82.04925,0.05863749999999995,83.31017499999999,83.24924999999999,0.060924999999999944,84.18324999999999,84.11774999999999,0.06549999999999993,80.42583749999999,80.35499999999999,0.07083749999999991,82.69416249999999,82.2165,0.47766250000000043
6,82.43484999999998,82.37849999999999,0.05634999999999995,82.3523375,82.29675,0.05558749999999995,81.9406625,81.8805,0.060162499999999945,81.5724625,81.50925,0.06321249999999994,80.41441249999998,80.35199999999999,0.06241249999999994,84.88608749999999,84.81524999999999,0.07083749999999993,82.69416249999999,82.2165,0.47766250000000043
7,82.43484999999998,82.37849999999999,0.05634999999999995,82.47609999999999,82.41975,0.05634999999999995,82.9733625,82.91624999999999,0.05711249999999995,81.2477375,81.18299999999999,0.06473749999999992,80.875025,80.80799999999999,0.06702499999999992,84.760025,84.693,0.06702499999999993,82.69416249999999,82.2165,0.47766250000000043
8,82.43484999999998,82.37849999999999,0.05634999999999995,82.43409999999999,82.37774999999999,0.05634999999999995,81.98187499999999,81.92399999999999,0.05787499999999995,83.4355125,83.36925000000001,0.06626249999999993,84.4278,84.35925,0.06854999999999993,79.6008375,79.52775,0.07308749999999992,82.69416249999999,82.2165,0.47766250000000043
9,82.43484999999998,82.37849999999999,0.05634999999999995,82.60137499999999,82.5435,0.05787499999999995,82.9710875,82.9155,0.05558749999999995,81.9429125,81.88275,0.060162499999999945,80.95668749999999,80.89274999999999,0.06393749999999992,85.89413749999999,85.81424999999999,0.0798874999999999,82.69416249999999,82.2165,0.47766250000000043
10,82.43484999999998,82.37849999999999,0.05634999999999995,82.4753375,82.41975,0.05558749999999995,82.929075,82.87425,0.05482499999999995,83.4330125,83.376,0.057012499999999945,84.27175,84.20025,0.07149999999999992,80.011875,79.93875,0.07312499999999993,82.69416249999999,82.2165,0.47766250000000043
11,82.43484999999998,82.37849999999999,0.05634999999999995,82.18965,82.13025,0.059399999999999946,81.9406375,81.88199999999999,0.05863749999999995,83.3904,83.331,0.059399999999999946,80.66727499999999,80.60024999999999,0.06702499999999992,85.01203749999999,84.94425,0.06778749999999993,82.69416249999999,82.2165,0.47766250000000043
