,sent
2020-04-22 06:23:00,1350.3550349536022
2020-04-22 06:24:00,1274.4957813894998
2020-04-22 06:25:00,1188.9147635523398
2020-04-22 06:26:00,1374.4233324871375
2020-04-22 06:27:00,1255.4925248351897
2020-04-22 06:28:00,1247.6914173684124
2020-04-22 06:29:00,1229.9218214783477
2020-04-22 06:30:00,1225.1194129971452
2020-04-22 06:31:00,1234.2413748631402
2020-04-22 06:32:00,1307.9558968129843
2020-04-22 06:33:00,1241.4939730184003
2020-04-22 06:34:00,1226.9095642519674
2020-04-22 06:35:00,1243.8788030598364
2020-04-22 06:36:00,1217.8093374502273
2020-04-22 06:37:00,1237.139975375438
2020-04-22 06:38:00,1249.7101939710726
2020-04-22 06:39:00,1186.9929339265077
2020-04-22 06:40:00,1247.8057482861911
2020-04-22 06:41:00,1197.082501261718
2020-04-22 06:42:00,1228.0630768853896
2020-04-22 06:43:00,1184.7186572069231
2020-04-22 06:44:00,1243.046553328027
2020-04-22 06:45:00,1171.7705939798318
2020-04-22 06:46:00,1262.0785121649114
2020-04-22 06:47:00,1118.9931319903376
2020-04-22 06:48:00,1211.8035660687322
2020-04-22 06:49:00,1193.473645250037
2020-04-22 06:50:00,1161.0617630284041
2020-04-22 06:51:00,1157.7469850780997
2020-04-22 06:52:00,1147.4476315258225
2020-04-22 06:53:00,1111.5334101790195
2020-04-22 06:54:00,1109.2063093689696
2020-04-22 06:55:00,1121.2135952810083
2020-04-22 06:56:00,1127.2893891278038
2020-04-22 06:57:00,1115.7218822510347
2020-04-22 06:58:00,1107.2995450012183
2020-04-22 06:59:00,1046.0938908977762
2020-04-22 07:00:00,1091.1794010392982
2020-04-22 07:01:00,1157.7603589442251
2020-04-22 07:02:00,1114.5174369313766
2020-04-22 07:03:00,1095.3223552026343
2020-04-22 07:04:00,1083.945642461598
2020-04-22 07:05:00,1070.100437210743
2020-04-22 07:06:00,1064.8544589925502
2020-04-22 07:07:00,1056.9887774960891
2020-04-22 07:08:00,1058.3071471560816
2020-04-22 07:09:00,1109.8154798862874
2020-04-22 07:10:00,1090.150852589731
2020-04-22 07:11:00,1017.1701363558668
2020-04-22 07:12:00,1047.8093102396967
2020-04-22 07:13:00,1062.305608610289
2020-04-22 07:14:00,1034.1204621639488
2020-04-22 07:15:00,1049.9040816771378
2020-04-22 07:16:00,1078.7804507348535
2020-04-22 07:17:00,1085.9591916399709
2020-04-22 07:18:00,1078.366655870458
2020-04-22 07:19:00,1022.3518860607387
2020-04-22 07:20:00,1096.9232943994502
2020-04-22 07:21:00,1052.5588498026646
2020-04-22 07:22:00,1094.7969698715801
2020-04-22 07:23:00,1017.5992819761311
2020-04-22 07:24:00,1023.6983299677433
2020-04-22 07:25:00,1041.060065683738
2020-04-22 07:26:00,1030.1967439412822
2020-04-22 07:27:00,967.8245561521995
2020-04-22 07:28:00,989.5300946934308
2020-04-22 07:29:00,964.8229454466178
2020-04-22 07:30:00,930.163333778589
2020-04-22 07:31:00,795.5904234139732
2020-04-22 07:32:00,1124.2045681037007
2020-04-22 07:33:00,1009.1476705545878
2020-04-22 07:34:00,910.9752350546896
2020-04-22 07:35:00,958.0923846879965
2020-04-22 07:36:00,904.4288678778292
2020-04-22 07:37:00,909.0197841549219
2020-04-22 07:38:00,912.2466654231708
2020-04-22 07:39:00,933.5397369551333
2020-04-22 07:40:00,880.1718403709721
2020-04-22 07:41:00,939.7381182204216
2020-04-22 07:42:00,916.7883003439564
2020-04-22 07:43:00,877.0368196914691
2020-04-22 07:44:00,913.1440032891837
2020-04-22 07:45:00,905.3061906660002
2020-04-22 07:46:00,873.4792129900704
2020-04-22 07:47:00,892.3689641426369
2020-04-22 07:48:00,870.2034295399369
2020-04-22 07:49:00,887.0588588320906
2020-04-22 07:50:00,861.4079179378157
2020-04-22 07:51:00,831.1291360880076
2020-04-22 07:52:00,853.8909573198458
2020-04-22 07:53:00,824.0787918930974
2020-04-22 07:54:00,806.301857354623
2020-04-22 07:55:00,815.94447291358
2020-04-22 07:56:00,730.0912866246333
2020-04-22 07:57:00,697.7024436425969
2020-04-22 07:58:00,689.7349637919241
2020-04-22 07:59:00,670.5702711208979
2020-04-22 08:00:00,657.0481211377894
2020-04-22 08:01:00,701.3284329469359
2020-04-22 08:02:00,683.2327826475206
2020-04-22 08:03:00,666.4285469660289
2020-04-22 08:04:00,665.0081028365934
2020-04-22 08:05:00,742.6517330643692
2020-04-22 08:06:00,733.4200821142192
2020-04-22 08:07:00,668.7585600918035
2020-04-22 08:08:00,684.6013899399269
2020-04-22 08:09:00,727.8092088306443
2020-04-22 08:10:00,653.2923737589864
2020-04-22 08:11:00,636.5799475834334
2020-04-22 08:12:00,671.0917409473384
2020-04-22 08:13:00,664.2153971546878
2020-04-22 08:14:00,608.5695101457559
2020-04-22 08:15:00,509.37902438334
2020-04-22 08:16:00,720.9461995867398
2020-04-22 08:17:00,677.987513184661
2020-04-22 08:18:00,615.1469611362953
2020-04-22 08:19:00,610.8911881360578
2020-04-22 08:20:00,639.6446132381368
2020-04-22 08:21:00,588.0192140537046
2020-04-22 08:22:00,469.06633118259947
2020-04-22 08:23:00,692.9820474912843
2020-04-22 08:24:00,630.069387220435
2020-04-22 08:25:00,614.4124700469087
2020-04-22 08:26:00,576.0066587192688
2020-04-22 08:27:00,591.2352764897618
2020-04-22 08:28:00,578.3890936770185
2020-04-22 08:29:00,590.5759453365645
2020-04-22 08:30:00,588.4350757612413
2020-04-22 08:31:00,546.5774393539356
2020-04-22 08:32:00,590.2135408186566
2020-04-22 08:33:00,566.4589122732182
2020-04-22 08:34:00,518.587769832555
2020-04-22 08:35:00,524.8895921440745
2020-04-22 08:36:00,528.1229421637172
2020-04-22 08:37:00,537.5511007796673
2020-04-22 08:38:00,571.3095347332387
2020-04-22 08:39:00,506.8793490217466
2020-04-22 08:40:00,512.7533812690093
2020-04-22 08:41:00,544.2807106236426
2020-04-22 08:42:00,492.45397518223524
2020-04-22 08:43:00,428.6778790513537
2020-04-22 08:44:00,630.0165433223507
2020-04-22 08:45:00,563.3299092377538
2020-04-22 08:46:00,540.394906417865
2020-04-22 08:47:00,537.4948154194624
2020-04-22 08:48:00,479.31360410030993
2020-04-22 08:49:00,497.3787716653744
2020-04-22 08:50:00,495.25569782097773
2020-04-22 08:51:00,447.84475294335186
2020-04-22 08:52:00,455.967511868721
2020-04-22 08:53:00,467.3415248163817
2020-04-22 08:54:00,458.3190555785923
2020-04-22 08:55:00,457.2002241501216
2020-04-22 08:56:00,432.79672540616866
2020-04-22 08:57:00,429.4476391702977
2020-04-22 08:58:00,433.1933341079455
2020-04-22 08:59:00,453.53116355038526
2020-04-22 09:00:00,437.93968613353366
2020-04-22 09:01:00,430.18605782758493
2020-04-22 09:02:00,544.1696990458215
2020-04-22 09:03:00,457.8315360112798
2020-04-22 09:04:00,481.964894722785
2020-04-22 09:05:00,486.4239777422222
2020-04-22 09:06:00,504.51014063887953
2020-04-22 09:07:00,515.5205609093457
2020-04-22 09:08:00,474.8830226065256
2020-04-22 09:09:00,498.5398423203111
2020-04-22 09:10:00,459.27852979677533
2020-04-22 09:11:00,429.4211723190213
2020-04-22 09:12:00,402.5900613103301
2020-04-22 09:13:00,427.0240121091636
2020-04-22 09:14:00,415.7317699277975
2020-04-22 09:15:00,420.72345450667683
2020-04-22 09:16:00,379.0006847524079
2020-04-22 09:17:00,400.9033505060214
2020-04-22 09:18:00,418.0850447937918
2020-04-22 09:19:00,426.00015121456613
2020-04-22 09:20:00,416.90332968508625
2020-04-22 09:21:00,399.96056949392164
2020-04-22 09:22:00,408.3746063088311
2020-04-22 09:23:00,363.82094012255334
2020-04-22 09:24:00,372.1222404585564
2020-04-22 09:25:00,399.1624429283513
2020-04-22 09:26:00,356.5195105269055
2020-04-22 09:27:00,349.4975286085967
2020-04-22 09:28:00,337.92033403382976
2020-04-22 09:29:00,340.5902644896637
2020-04-22 09:30:00,359.3930395081023
2020-04-22 09:31:00,374.1869151868248
2020-04-22 09:32:00,343.817787077983
2020-04-22 09:33:00,360.9945730824206
2020-04-22 09:34:00,356.7473443146272
2020-04-22 09:35:00,362.77085587635776
2020-04-22 09:36:00,218.4654738206267
2020-04-22 09:37:00,388.07951530443023
2020-04-22 09:38:00,336.18495139684296
2020-04-22 09:39:00,319.61612830024796
2020-04-22 09:40:00,321.6787388809984
2020-04-22 09:41:00,323.96725735317676
2020-04-22 09:42:00,311.13092690974287
2020-04-22 09:43:00,335.49290758838737
2020-04-22 09:44:00,301.7555672896429
2020-04-22 09:45:00,287.11756981396894
2020-04-22 09:46:00,346.5682517834269
2020-04-22 09:47:00,310.7616896866101
2020-04-22 09:48:00,311.14909472604944
2020-04-22 09:49:00,319.9212672786647
2020-04-22 09:50:00,214.16952449043364
2020-04-22 09:51:00,280.6243125678995
2020-04-22 09:52:00,409.00073676490723
2020-04-22 09:53:00,325.0181227046402
2020-04-22 09:54:00,247.80357734879897
2020-04-22 09:55:00,298.02961891000814
2020-04-22 09:56:00,296.4327906579452
2020-04-22 09:57:00,273.58948974245544
2020-04-22 09:58:00,310.69749066132385
2020-04-22 09:59:00,313.86403123487787
2020-04-22 10:00:00,343.27971959860514
2020-04-22 10:01:00,397.88731240726554
2020-04-22 10:02:00,404.7870869750809
2020-04-22 10:03:00,406.46262568650246
2020-04-22 10:04:00,441.6496528920779
2020-04-22 10:05:00,433.59178804581694
2020-04-22 10:06:00,447.6575411570153
2020-04-22 10:07:00,384.96762069040267
2020-04-22 10:08:00,441.236880577402
2020-04-22 10:09:00,440.01997015922535
2020-04-22 10:10:00,441.12645727097515
2020-04-22 10:11:00,387.8428394253307
2020-04-22 10:12:00,413.8658502109842
2020-04-22 10:13:00,446.73469807729356
2020-04-22 10:14:00,411.27495763594175
2020-04-22 10:15:00,364.6237240104118
2020-04-22 10:16:00,370.4937010572211
2020-04-22 10:17:00,392.37074721929525
2020-04-22 10:18:00,388.57290075665463
2020-04-22 10:19:00,400.78229780568466
2020-04-22 10:20:00,419.3654323761288
2020-04-22 10:21:00,406.99344217735467
2020-04-22 10:22:00,417.10737690514685
2020-04-22 10:23:00,379.87827084787637
2020-04-22 10:24:00,443.1724310750174
2020-04-22 10:25:00,393.18577370504886
2020-04-22 10:26:00,384.65688159170776
2020-04-22 10:27:00,397.7374915975302
2020-04-22 10:28:00,400.2511262669834
2020-04-22 10:29:00,382.35894757523937
2020-04-22 10:30:00,400.26660986793667
2020-04-22 10:31:00,298.67003432311634
2020-04-22 10:32:00,494.8763221946015
2020-04-22 10:33:00,400.14270397687346
2020-04-22 10:34:00,436.85027393409064
2020-04-22 10:35:00,377.8510220946339
2020-04-22 10:36:00,405.81399675372427
2020-04-22 10:37:00,409.3863024956447
2020-04-22 10:38:00,410.4059775786462
2020-04-22 10:39:00,378.6985668826915
2020-04-22 10:40:00,353.5484397445898
2020-04-22 10:41:00,378.53287600003637
2020-04-22 10:42:00,357.5389753214997
2020-04-22 10:43:00,318.769464147021
2020-04-22 10:44:00,355.22493249817614
2020-04-22 10:45:00,365.5855303151166
2020-04-22 10:46:00,327.9937568645363
2020-04-22 10:47:00,381.1799684497697
2020-04-22 10:48:00,342.6818996959265
2020-04-22 10:49:00,338.0408562325125
2020-04-22 10:50:00,378.2442031847306
2020-04-22 10:51:00,342.4976165926631
2020-04-22 10:52:00,349.82125197393174
2020-04-22 10:53:00,360.881230460584
2020-04-22 10:54:00,306.5891549738479
2020-04-22 10:55:00,326.16404056075544
2020-04-22 10:56:00,307.64912024338224
2020-04-22 10:57:00,312.0253629893444
2020-04-22 10:58:00,328.6807529767852
2020-04-22 10:59:00,265.50810736961535
2020-04-22 11:00:00,286.0012556509191
2020-04-22 11:01:00,287.67249892376407
2020-04-22 11:02:00,345.3748125003004
2020-04-22 11:03:00,301.10286637206025
2020-04-22 11:04:00,344.5912842542533
2020-04-22 11:05:00,321.23785644220163
2020-04-22 11:06:00,325.1119035154673
2020-04-22 11:07:00,303.56411526536215
2020-04-22 11:08:00,329.9554790352248
2020-04-22 11:09:00,266.9884986327367
2020-04-22 11:10:00,338.979003140428
2020-04-22 11:11:00,342.0526855212022
2020-04-22 11:12:00,315.10769371915296
2020-04-22 11:13:00,302.1503298170695
2020-04-22 11:14:00,325.85503540316455
2020-04-22 11:15:00,312.09562557362386
2020-04-22 11:16:00,233.63271555366396
2020-04-22 11:17:00,383.86563571643654
2020-04-22 11:18:00,340.78442447602674
2020-04-22 11:19:00,306.2269679972123
2020-04-22 11:20:00,328.5487772829876
2020-04-22 11:21:00,335.1544954288779
2020-04-22 11:22:00,313.57823697298676
2020-04-22 11:23:00,364.9505824899541
2020-04-22 11:24:00,323.88871280124425
2020-04-22 11:25:00,336.7504358230311
2020-04-22 11:26:00,335.9146064374488
2020-04-22 11:27:00,323.2008837264872
2020-04-22 11:28:00,357.30419218699467
2020-04-22 11:29:00,339.83336304514046
2020-04-22 11:30:00,318.84035771566573
2020-04-22 11:31:00,324.51533052475014
2020-04-22 11:32:00,339.27922422956135
2020-04-22 11:33:00,302.0879401656622
2020-04-22 11:34:00,351.8772517096841
2020-04-22 11:35:00,323.48136930817384
2020-04-22 11:36:00,358.16511620263856
2020-04-22 11:37:00,304.45713015574006
2020-04-22 11:38:00,324.51361250420615
2020-04-22 11:39:00,343.06492001357384
2020-04-22 11:40:00,289.66644101656965
2020-04-22 11:41:00,371.8960344699077
2020-04-22 11:42:00,360.723404989863
2020-04-22 11:43:00,295.56678600289655
2020-04-22 11:44:00,316.8913513215745
2020-04-22 11:45:00,333.7722137157891
2020-04-22 11:46:00,377.2648443509188
2020-04-22 11:47:00,341.4685522663154
2020-04-22 11:48:00,335.7116868815255
2020-04-22 11:49:00,343.72200814007056
2020-04-22 11:50:00,327.77561498951644
2020-04-22 11:51:00,367.840859185419
2020-04-22 11:52:00,315.8461793351285
2020-04-22 11:53:00,313.1237354110184
2020-04-22 11:54:00,324.9226737199616
2020-04-22 11:55:00,310.01371596790824
2020-04-22 11:56:00,288.101546012293
2020-04-22 11:57:00,329.28268485183014
2020-04-22 11:58:00,300.38828231218713
2020-04-22 11:59:00,298.5854087427641
2020-04-22 12:00:00,324.79945090879124
2020-04-22 12:01:00,391.4756507417588
2020-04-22 12:02:00,340.93962388835126
2020-04-22 12:03:00,317.37390486559997
2020-04-22 12:04:00,355.0557459430745
2020-04-22 12:05:00,337.98839200031813
2020-04-22 12:06:00,349.96465645544566
2020-04-22 12:07:00,330.3337020219921
2020-04-22 12:08:00,328.72976280488837
2020-04-22 12:09:00,332.24366325010766
2020-04-22 12:10:00,318.35467842509655
2020-04-22 12:11:00,328.29969426871793
2020-04-22 12:12:00,299.44648082408395
2020-04-22 12:13:00,305.1020171909841
2020-04-22 12:14:00,304.9296200591144
2020-04-22 12:15:00,296.3233067985954
2020-04-22 12:16:00,304.21280726976954
2020-04-22 12:17:00,289.40507997408474
2020-04-22 12:18:00,287.9916117604495
2020-04-22 12:19:00,297.290988221839
2020-04-22 12:20:00,295.6025048292296
2020-04-22 12:21:00,320.5433803921577
2020-04-22 12:22:00,281.8552824043236
2020-04-22 12:23:00,313.005034202713
2020-04-22 12:24:00,307.94877495375306
2020-04-22 12:25:00,328.026562436889
2020-04-22 12:26:00,327.75140029431697
2020-04-22 12:27:00,317.08537068873494
2020-04-22 12:28:00,255.67679971009997
2020-04-22 12:29:00,302.62487384500866
2020-04-22 12:30:00,286.6198888784891
2020-04-22 12:31:00,319.63074919747845
2020-04-22 12:32:00,302.89046141640586
2020-04-22 12:33:00,292.0070594394664
2020-04-22 12:34:00,315.3270801381558
2020-04-22 12:35:00,309.99005363720846
2020-04-22 12:36:00,305.2481483923212
2020-04-22 12:37:00,292.24333402811743
2020-04-22 12:38:00,277.1582843381577
2020-04-22 12:39:00,300.5943819590167
2020-04-22 12:40:00,338.53423787214257
2020-04-22 12:41:00,305.2094467023749
2020-04-22 12:42:00,277.85533834238026
2020-04-22 12:43:00,326.9928457029255
2020-04-22 12:44:00,268.7987131589762
2020-04-22 12:45:00,322.9347368504771
2020-04-22 12:46:00,341.786067700432
2020-04-22 12:47:00,322.18715801825664
2020-04-22 12:48:00,338.41056320896973
2020-04-22 12:49:00,337.68177917121835
2020-04-22 12:50:00,410.61146598915775
2020-04-22 12:51:00,396.75512140989815
2020-04-22 12:52:00,439.32079396967157
2020-04-22 12:53:00,520.2141811807381
2020-04-22 12:54:00,456.01578869577406
2020-04-22 12:55:00,479.97859978577986
2020-04-22 12:56:00,431.10071172271154
2020-04-22 12:57:00,434.8437957778755
2020-04-22 12:58:00,437.5059901223385
2020-04-22 12:59:00,477.4871395225088
2020-04-22 13:00:00,465.23406801374057
2020-04-22 13:01:00,547.5300100956109
2020-04-22 13:02:00,555.2748889443102
2020-04-22 13:03:00,564.7436904117707
2020-04-22 13:04:00,551.6025728953574
2020-04-22 13:05:00,551.8103789462325
2020-04-22 13:06:00,577.3579142394893
2020-04-22 13:07:00,522.4900466798754
2020-04-22 13:08:00,524.3609768307426
2020-04-22 13:09:00,540.2963048346597
2020-04-22 13:10:00,576.5530398287042
2020-04-22 13:11:00,597.9456191796778
2020-04-22 13:12:00,570.9468861199346
2020-04-22 13:13:00,518.6578345938236
2020-04-22 13:14:00,567.7734677006342
2020-04-22 13:15:00,554.4868544351332
2020-04-22 13:16:00,557.3821994982148
2020-04-22 13:17:00,563.054652584542
2020-04-22 13:18:00,532.1816723945802
2020-04-22 13:19:00,592.0494950331575
2020-04-22 13:20:00,534.9133269956059
2020-04-22 13:21:00,598.0269348175217
2020-04-22 13:22:00,550.6064807934357
2020-04-22 13:23:00,581.7974700740181
2020-04-22 13:24:00,573.7988316470738
2020-04-22 13:25:00,564.9266821327338
2020-04-22 13:26:00,579.7434840135874
2020-04-22 13:27:00,568.6217599656861
2020-04-22 13:28:00,577.5767430069963
2020-04-22 13:29:00,561.4457900422293
2020-04-22 13:30:00,604.5507259254279
2020-04-22 13:31:00,573.4105175719546
2020-04-22 13:32:00,586.2378335530457
2020-04-22 13:33:00,567.3857923839985
2020-04-22 13:34:00,639.6635366629865
2020-04-22 13:35:00,601.7232362549737
2020-04-22 13:36:00,593.7640394144603
2020-04-22 13:37:00,634.1210447909161
2020-04-22 13:38:00,556.4873253723724
2020-04-22 13:39:00,579.4087027842662
2020-04-22 13:40:00,637.1578552738529
2020-04-22 13:41:00,622.4578834961619
2020-04-22 13:42:00,605.2211751101158
2020-04-22 13:43:00,623.9731435706841
2020-04-22 13:44:00,579.5505043379281
2020-04-22 13:45:00,622.6672665611618
2020-04-22 13:46:00,626.9638189812309
2020-04-22 13:47:00,631.9786108604729
2020-04-22 13:48:00,635.1681112793244
2020-04-22 13:49:00,590.6363795738575
2020-04-22 13:50:00,642.8068759467914
2020-04-22 13:51:00,629.4938567421658
2020-04-22 13:52:00,653.1668262184098
2020-04-22 13:53:00,620.4229601096323
2020-04-22 13:54:00,670.3563954496002
2020-04-22 13:55:00,624.7674471168397
2020-04-22 13:56:00,626.9145255616369
2020-04-22 13:57:00,642.8406628302941
2020-04-22 13:58:00,636.3355930499512
2020-04-22 13:59:00,641.5875634452434
2020-04-22 14:00:00,671.0790597521634
2020-04-22 14:01:00,694.6915771195784
2020-04-22 14:02:00,596.6832015757436
2020-04-22 14:03:00,830.2495885914603
2020-04-22 14:04:00,759.7433078977909
2020-04-22 14:05:00,722.6935696607661
2020-04-22 14:06:00,728.1849750024613
2020-04-22 14:07:00,733.7926260480909
2020-04-22 14:08:00,698.4845153137791
2020-04-22 14:09:00,753.6700988708227
2020-04-22 14:10:00,766.0936654289885
2020-04-22 14:11:00,723.3018300701118
2020-04-22 14:12:00,754.206980365284
2020-04-22 14:13:00,652.9687807069348
2020-04-22 14:14:00,782.9657237386251
2020-04-22 14:15:00,793.3643891187348
2020-04-22 14:16:00,780.605382318357
2020-04-22 14:17:00,738.5954741690796
2020-04-22 14:18:00,779.7172106142419
2020-04-22 14:19:00,714.1306188676451
2020-04-22 14:20:00,791.0519109483903
2020-04-22 14:21:00,778.4496047544701
2020-04-22 14:22:00,733.3441691906453
2020-04-22 14:23:00,748.326451814676
2020-04-22 14:24:00,756.4828168231752
2020-04-22 14:25:00,728.8532270307245
2020-04-22 14:26:00,752.8397861156594
2020-04-22 14:27:00,754.784577537765
2020-04-22 14:28:00,747.0576530298746
2020-04-22 14:29:00,727.5906922192999
2020-04-22 14:30:00,786.4295260238762
2020-04-22 14:31:00,800.6435245689092
2020-04-22 14:32:00,822.2991760576916
2020-04-22 14:33:00,789.8956575659892
2020-04-22 14:34:00,822.3062728446472
2020-04-22 14:35:00,823.7652600690396
2020-04-22 14:36:00,808.9274095398442
2020-04-22 14:37:00,867.2357116067091
2020-04-22 14:38:00,864.8807037974381
2020-04-22 14:39:00,823.3394038539103
2020-04-22 14:40:00,839.7903076516869
2020-04-22 14:41:00,846.0338613092912
2020-04-22 14:42:00,693.4681744191521
2020-04-22 14:43:00,959.0032064790109
2020-04-22 14:44:00,848.6360650773429
2020-04-22 14:45:00,848.7043008358288
2020-04-22 14:46:00,844.5581869849236
2020-04-22 14:47:00,836.6113124195699
2020-04-22 14:48:00,839.691695643419
2020-04-22 14:49:00,836.0828376956549
2020-04-22 14:50:00,881.003177611938
2020-04-22 14:51:00,838.1801351257835
2020-04-22 14:52:00,871.3050685507516
2020-04-22 14:53:00,836.5259503681111
2020-04-22 14:54:00,757.4948034224492
2020-04-22 14:55:00,972.2340837851104
