,pc_100,pc_90,pc_80,pc_70,pc_60,history
0,72.48,71.07999999999998,65.08,81.67999999999999,83.67999999999999,125.27999999999999
1,72.48,74.08,77.08,80.08,36.28,125.27999999999999
